object_class,AdapterIntfType,AdapterName,Alias,AttrPos,AttrType,BusinessName,Cardinality,CleanupOnError,CompSubType,CompTypeVersion,CpOrder,CpPos,DataTypeName,Descript,Description,Direction,DispNameKey,ExecOnHint,ExpTxtNb,ExtDtQualName,ExtVersion,FcoGuid,FcoQualifiedName,FcoQualifiedName2,FcoQualifiedName3,FirstDate,FirstUser,GenType,GlobalId,GrpFunc,HasUnparsedIdent,HintSyncState,ICheckKm,IContextMapRef,IDataMapRef,IDeploySpec,IDisTechRef,IEndMapCp,IEuKmRef,IExOnLsRef,IExecUnit,IExecUnitGrp,IFcoId,IFolder,IFromPhyNode,ILschemaRef,IMapAttr,IMapComp,IMapCompType,IMapConn,IMapCp,IMapCpRole,IMapExpr,IMapExprRef,IMapProp,IMapPropParent,IMapRef,IMapRefCp,IMapping,IOwnerDs,IOwnerMapAttr,IOwnerMapComp,IOwnerMapCp,IOwnerMapExpr,IOwnerMapProp,IOwnerMapping,IOwnerPhyNode,IParExecUnit,IParMapAttr,IParMapCp,IParPhyNode,IPhyExpr,IPhyNode,IProject,IPropDef,IPropXrefValue,IRefId,IRefMapAttr,IRefMapComp,IRefMapRef,IRefPhyNode,IRmExprRef,IScBaseMapping,IScId,IScMapping,IScOrigMapping,IScopingMapCp,ISrcCompKm,IStartMapCp,ITechno,ITgtCompKm,IToPhyNode,IndChange,IndFixedByHint,IndFixedByTechno,InstObjNb,IntDtQualName,IntVersion,IsActive,IsCardinal,IsConcurrent,IsDerivedName,IsFixedEu,IsFrozen,IsHidden,IsParsed,IsRequired,IsReusable,IsTap,IsValid,JoinColNb,JoinNb,KeyColNb,KeyNb,LastDate,LastUser,Length,LinkDiagNb,LogStagelocName,LschemaName,MetadataVersion,MorigTxtNb,MtxtNb,MultiConGenType,Name,NodeType,OdiVersion,OptClassName,OrigTxtNb,OriginRepositoryID,OtherObjectsNb,ParsedText,ParsedTxt,PlanAgentNb,Prec,PropDefGuid,PropDefQualifiedName,PropOrder,PropType,PropValue,PropValues,PushedByHint,QualifiedName,QualifiedName2,QualifiedName3,RefCompName,RefCount,RefCpName,RefDsInputCp,RefExprQualName,RefGuid,RefKey,RefObjFQName,RefObjFQNameLengths,RefObjFQType,RefObjGlobalId,RefText,RepositoryVersion,ScGuid,ScOrigMappingTag,Scale,ScenTxtNb,SortPos,SourceDt,StageTableName,StepNb,SyncReqd,Text,TextHash,TextOnly,Txt,TxtNb,TypeName,UeOrigNb,UeUsedNb,ValidationCode,VarPlanAgentNb
SnpMapExpr,,,,,,,,,,,,,,,,,,N,,,,,,,,null,null,,a7e0d39c-86dd-4c17-bf54-649eaca1dc4a,,null,,,,,,null,,,null,,,,,,,,,,,null,,982220,,,,,,,,null,,,,2375555,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,,,,,null,null,,,,,,,0,,,,,,,,,null,null,,,,,,,,,,,,,,,,null,null,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,null,0,1,"<?xml version='1.0' encoding='UTF-8' standalone='yes'?>
<xmi:XMI xmlns:xmi='http://www.omg.org/spec/XMI/20131001' xmlns:DI='http://xmlns.omg.org/DI/2.0'>
  <documentation exporter='Oracle IDE' exporterVersion='12.2.1'/>
  <DI:Diagram xmi:type='DI:Diagram' xmi:id='id644e4c12-9fd0-4e71-8945-0e69afc3677a' zoom='0.0'>
    <contained xmi:type='DI:GraphNode' xmi:id='idec7d3266-92fa-4cee-9948-f55849e6a8de'>
      <contained xmi:type='DI:GraphNode' xmi:id='id2f328704-9ebd-4cbc-a429-b7319fd74408'>
        <semanticModel xmi:type='DI:SimpleSemanticModelBridge' typeInfo='COMPACT'/>
        <size xmi:type='DI:Dimension' height='100.0' width='100.0'/>
      </contained>
      <contained xmi:type='DI:GraphNode' xmi:id='id8ede017a-21bb-415f-b80d-d18991b2bf29'>
        <semanticModel xmi:type='DI:SimpleSemanticModelBridge' typeInfo='SYMBOLIC'/>
        <size xmi:type='DI:Dimension' height='119.47607421875' width='229.0'/>
      </contained>
      <contained xmi:type='DI:GraphNode' xmi:id='id375ef552-1d0c-49e6-8714-480ce57ed501'>
        <anchorage xmi:type='DI:GraphConnector' xmi:id='idb1826177-249b-4bc5-9cbd-7e681ca7799a' graphEdge='id03105e86-9135-4b1a-8202-0b06f197f507'/>
        <semanticModel xmi:type='DI:SimpleSemanticModelBridge' typeInfo='Port-East'/>
      </contained>
      <position xmi:type='DI:Point' x='116.0' y='226.0'/>
      <property xmi:type='DI:Property' key='lineColor' value='#a5a5a5'/>
      <property xmi:type='DI:Property' key='font' value='SansSerif,plain,11'/>
      <property xmi:type='DI:Property' key='showAttributeStatic' value='true'/>
      <property xmi:type='DI:Property' key='fillColor' value='#c6d6ff'/>
      <property xmi:type='DI:Property' key='showAttributes' value='true'/>
      <property xmi:type='DI:Property' key='fontColor' value='#0'/>
      <property xmi:type='DI:Property' key='showPackage' value='false'/>
      <property xmi:type='DI:Property' key='showAttributeType' value='true'/>
      <property xmi:type='DI:Property' key='showStereotype' value='false'/>
      <property xmi:type='DI:Property' key='sortAttributesAlpha' value='true'/>
      <property xmi:type='DI:Property' key='showAttributeVisibility' value='true'/>
      <semanticModel xmi:type='DI:CoreSemanticModelBridge' element='LogicalInterfaceComponent:DATASTORE:LogicalAttributeDisplayerNode:99bc84dc-169d-4554-9cf4-caf92c9330f6' presentation='SYMBOLIC'/>
      <size xmi:type='DI:Dimension' height='119.47607421875' width='229.0'/>
    </contained>
    <contained xmi:type='DI:GraphNode' xmi:id='id23be2a2e-ad77-44f5-829c-5ea5fb2ef626'>
      <contained xmi:type='DI:GraphNode' xmi:id='ida4fb1bd6-3b2c-4768-903e-2dcdb87ec7fb'>
        <anchorage xmi:type='DI:GraphConnector' xmi:id='id690da26b-b352-49de-9f8c-65e129a62385' graphEdge='id8affc263-029a-4de9-92d4-530f78760d0d'/>
        <semanticModel xmi:type='DI:SimpleSemanticModelBridge' typeInfo='Port-East'/>
      </contained>
      <contained xmi:type='DI:GraphNode' xmi:id='id718fbe58-cad5-4ff1-8ef9-f21350f46566'>
        <anchorage xmi:type='DI:GraphConnector' xmi:id='iddc7139ec-c3a4-41c9-b4c1-82cfeb4f49db' graphEdge='id03105e86-9135-4b1a-8202-0b06f197f507'/>
        <semanticModel xmi:type='DI:SimpleSemanticModelBridge' typeInfo='Port-West'/>
      </contained>
      <position xmi:type='DI:Point' x='420.0' y='270.0'/>
      <property xmi:type='DI:Property' key='showStereotype' value='false'/>
      <property xmi:type='DI:Property' key='showPackage' value='false'/>
      <property xmi:type='DI:Property' key='isStacked' value='false'/>
      <property xmi:type='DI:Property' key='lineColor' value='#a5a5a5'/>
      <semanticModel xmi:type='DI:CoreSemanticModelBridge' element='LogicalInterfaceComponent:FILTER:LogicalIconicNode:940cecf1-a48c-49eb-ac52-dbc0c38e6d7c'/>
      <size xmi:type='DI:Dimension' height='50.0' width='50.0'/>
    </contained>
    <contained xmi:type='DI:GraphNode' xmi:id='idefc4c675-5244-401f-bf5f-4f0934aafc75'>
      <contained xmi:type='DI:GraphNode' xmi:id='id53788bca-9b6a-42ce-95fa-9367afef187b'>
        <semanticModel xmi:type='DI:SimpleSemanticModelBridge' typeInfo='COMPACT'/>
        <size xmi:type='DI:Dimension' height='100.0' width='100.0'/>
      </contained>
      <contained xmi:type='DI:GraphNode' xmi:id='id0bb9dca1-95a4-4797-ad97-f459eaf04704'>
        <semanticModel xmi:type='DI:SimpleSemanticModelBridge' typeInfo='SYMBOLIC'/>
        <size xmi:type='DI:Dimension' height='119.47607421875' width='200.0'/>
      </contained>
      <contained xmi:type='DI:GraphNode' xmi:id='ide3c204f2-e41f-4ab5-878f-aceca251b719'>
        <anchorage xmi:type='DI:GraphConnector' xmi:id='idcba617c1-994f-4c9d-b9d7-64043676ecfb' graphEdge='id8affc263-029a-4de9-92d4-530f78760d0d'/>
        <semanticModel xmi:type='DI:SimpleSemanticModelBridge' typeInfo='Port-West'/>
      </contained>
      <position xmi:type='DI:Point' x='585.0' y='240.0'/>
      <property xmi:type='DI:Property' key='lineColor' value='#a5a5a5'/>
      <property xmi:type='DI:Property' key='font' value='SansSerif,plain,11'/>
      <property xmi:type='DI:Property' key='showAttributeStatic' value='true'/>
      <property xmi:type='DI:Property' key='fillColor' value='#c6d6ff'/>
      <property xmi:type='DI:Property' key='showAttributes' value='true'/>
      <property xmi:type='DI:Property' key='fontColor' value='#0'/>
      <property xmi:type='DI:Property' key='showPackage' value='false'/>
      <property xmi:type='DI:Property' key='showAttributeType' value='true'/>
      <property xmi:type='DI:Property' key='showStereotype' value='false'/>
      <property xmi:type='DI:Property' key='sortAttributesAlpha' value='true'/>
      <property xmi:type='DI:Property' key='showAttributeVisibility' value='true'/>
      <semanticModel xmi:type='DI:CoreSemanticModelBridge' element='LogicalInterfaceComponent:DATASTORE:LogicalAttributeDisplayerNode:744c06a7-5a31-491b-a570-31de406f7064' presentation='SYMBOLIC'/>
      <size xmi:type='DI:Dimension' height='119.47607421875' width='200.0'/>
    </contained>
    <contained xmi:type='DI:GraphEdge' xmi:id='id03105e86-9135-4b1a-8202-0b06f197f507' anchor='idb1826177-249b-4bc5-9cbd-7e681ca7799a iddc7139ec-c3a4-41c9-b4c1-82cfeb4f49db'>
      <semanticModel xmi:type='DI:CoreSemanticModelBridge' element='LogicalInterfaceComponent:EDGE:LogicalSimpleEdge:99bc84dc-169d-4554-9cf4-caf92c9330f6->940cecf1-a48c-49eb-ac52-dbc0c38e6d7c'/>
      <waypoint xmi:type='DI:Point' x='344.0' y='285.738037109375'/>
      <waypoint xmi:type='DI:Point' x='423.0' y='286.0'/>
    </contained>
    <contained xmi:type='DI:GraphEdge' xmi:id='id8affc263-029a-4de9-92d4-530f78760d0d' anchor='id690da26b-b352-49de-9f8c-65e129a62385 idcba617c1-994f-4c9d-b9d7-64043676ecfb'>
      <semanticModel xmi:type='DI:CoreSemanticModelBridge' element='LogicalInterfaceComponent:EDGE:LogicalSimpleEdge:940cecf1-a48c-49eb-ac52-dbc0c38e6d7c->744c06a7-5a31-491b-a570-31de406f7064'/>
      <waypoint xmi:type='DI:Point' x='467.0' y='286.0'/>
      <waypoint xmi:type='DI:Point' x='586.0' y='299.738037109375'/>
    </contained>
    <property xmi:type='DI:Property' key='alignmentRulersColor' value='#99d9ea'/>
    <property xmi:type='DI:Property' key='snapToGrid' value='true'/>
    <property xmi:type='DI:Property' key='minLayoutDistance' value='40'/>
    <property xmi:type='DI:Property' key='gridSize' value='15'/>
    <property xmi:type='DI:Property' key='EdgeCrossingType' value='0'/>
    <property xmi:type='DI:Property' key='PageOrientation' value='1'/>
    <property xmi:type='DI:Property' key='showGrid' value='false'/>
    <property xmi:type='DI:Property' key='showAlignmentRulers' value='false'/>
    <property xmi:type='DI:Property' key='maxShapeWidth' value='200'/>
    <property xmi:type='DI:Property' key='maxEntriesInShape' value='10'/>
    <property xmi:type='DI:Property' key='ContainerLayoutStyle' value='2'/>
    <property xmi:type='DI:Property' key='DiagramLayoutStyle' value='2'/>
    <property xmi:type='DI:Property' key='PaperOrientation' value='Portrait'/>
    <property xmi:type='DI:Property' key='PrintAreaX' value='0.0'/>
    <property xmi:type='DI:Property' key='PrintAreaY' value='0.0'/>
    <property xmi:type='DI:Property' key='PrintAreaWidth' value='0.0'/>
    <property xmi:type='DI:Property' key='PrintAreaHeight' value='0.0'/>
    <semanticModel xmi:type='DI:SimpleSemanticModelBridge' typeInfo='etl_xinterface_logical'/>
  </DI:Diagram>
</xmi:XMI>",,,,,null,
SnpMapProp,,,,,,null,,,,,,,,null,null,,null,,,,,,,,,,,,1bef6e64-cbe8-40e5-bdcf-b4c85d77b7cb,,,,,,,null,,,,,null,,,,,,null,null,,,null,,,,2375554,null,,,33424,,,,,,,33424,,,,,,,null,,194,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,TARGET_LOAD_ORDER,,,,,,,,,,,null,null,-1,E,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SnpMapExpr,,,,,,,,,,,,,,,,,,N,,,,,,,,null,null,,8db1d4cb-fcd1-42eb-8152-5f2c25bf95df,,null,,,,,,null,,,null,,,,,,,,,,,null,,982210,,,,,,,,null,,,,2375554,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,,,,,null,null,,,,,,,0,,,,,,,,,null,null,,,,,,,,,,,,,,,,null,null,,,,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,null,0,0,null,,,,,null,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_FOLDER.4111,CW_PRJ_EDW_PILOT.Test,16.4,SNP_PROJECT.SNP_FOLDER,5bc84a14-db68-49ca-bb05-2209a4926d8d,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPPING.33424,CW_PRJ_EDW_PILOT.Test.Test_3,16.4.6,SNP_PROJECT.SNP_FOLDER.SNP_MAPPING,fa4adfd8-3d3b-402f-9728-c31209f76e0c,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_COL.169332,Copy of EDW_SEM.Global.d_pmt_meth_type.pmt_meth_type_nm,15.6.15.16,SNP_MODEL.SNP_SUBMODEL.SNP_TABLE.SNP_COL,8f0953e2-76cd-49d4-a611-72b0368ccd71,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_TABLE.8583,Copy of EDW_SEM.Global.d_pmt_meth_type,15.6.15,SNP_MODEL.SNP_SUBMODEL.SNP_TABLE,11ebabad-5212-43df-9a41-43c6a405c40f,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPREF.1828814,null,null,null,e658b581-62c1-41b5-a73b-1615dd746cd2,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPCOMPTYPE.1,DATASTORE,9,SNP_MAPCOMPTYPE,0d5a2da0-6631-4235-8da3-c3b153d2191f,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPCOMP.191370,CW_PRJ_EDW_PILOT.Test.Test_3.d_pmt_meth_type,16.4.6.15,SNP_PROJECT.SNP_FOLDER.SNP_MAPPING.SNP_MAPCOMP,744c06a7-5a31-491b-a570-31de406f7064,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPCPROLE.2,DATASTORE.OUTPUT,9.6,SNP_MAPCOMPTYPE.SNP_MAPCPROLE,ac3fd92c-54be-414b-98fb-6ccdf50b11b6,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPCP.404959,CW_PRJ_EDW_PILOT.Test.Test_3.d_pmt_meth_type.OUTPUT1,16.4.6.15.7,SNP_PROJECT.SNP_FOLDER.SNP_MAPPING.SNP_MAPCOMP.SNP_MAPCP,72968760-2cf5-4b7a-b905-1e843850cadb,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPREF.1828820,null,null,null,564063c3-7020-4b9b-be8e-0f9771e4881d,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPREF.1828825,null,null,null,cf83dcae-361c-4c47-b184-20c9968d027b,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPCPROLE.1,DATASTORE.INPUT,9.5,SNP_MAPCOMPTYPE.SNP_MAPCPROLE,afc08a78-e4fb-43bd-b602-ee46151b080e,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPATTR.1403552,CW_PRJ_EDW_PILOT.Test.Test_3.d_pmt_meth_type.OUTPUT1.pmt_meth_type_nm,16.4.6.15.7.16,SNP_PROJECT.SNP_FOLDER.SNP_MAPPING.SNP_MAPCOMP.SNP_MAPCP.SNP_MAPATTR,d56af716-c985-435f-81fe-66d430572180,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPCP.404958,CW_PRJ_EDW_PILOT.Test.Test_3.d_pmt_meth_type.INPUT1,16.4.6.15.6,SNP_PROJECT.SNP_FOLDER.SNP_MAPPING.SNP_MAPCOMP.SNP_MAPCP,d30d3df7-3944-4c11-ba23-45b769676430,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_TRT.4475,CW_PRJ_EDW_PILOT.BQ  Insert Inplace Update,16.25,SNP_PROJECT.SNP_TRT,bde849d9-3b4a-4abf-be74-7158a2527c01,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_DEPLOYSPEC.33413,CW_PRJ_EDW_PILOT.Test.Test_3.Physical,16.4.6.8,SNP_PROJECT.SNP_FOLDER.SNP_MAPPING.SNP_DEPLOYSPEC,0d08ed00-4eb7-492c-a0eb-95d2d8575094,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_EXECUNIT.33428,TARGET_GROUP.Copy_of_BQ_EDW_SEM_UNIT,12.23,SNP_EXECUNITGRP.SNP_EXECUNIT,99180bfb-66b7-4863-a552-49688669fa0f,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPREF.1828837,null,null,null,a7f2ff3d-5092-451d-a31d-f236ec5f70bc,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_CONTEXT.29,BIGQUERY_DEV_CONTEXT,20,SNP_CONTEXT,6d84d77b-b84b-4c43-a565-991b37d554bf,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPREF.1828836,null,null,null,2066af52-2f45-4f54-b930-fb96bba7684d,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_EXECUNITGRP.33424,TARGET_GROUP,12,SNP_EXECUNITGRP,05f2e0a7-e841-49d2-a246-7ff5458da667,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPREF.1828834,null,null,null,f08f6293-d0b4-45f8-897c-c84f21e1ccb9,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPREF.1828829,null,null,null,0326ed7a-d05c-454a-8047-a180b84596a2,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_PHYNODE.175591,TARGET_GROUP.Copy_of_BQ_EDW_SEM_UNIT.D_PMT_METH_TYPE,12.23.15,SNP_EXECUNITGRP.SNP_EXECUNIT.SNP_PHYNODE,46119aaf-1525-435f-b04a-69e3899a55f3,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPEXPR.982208,null,null,null,0416c0ba-87ef-4085-845f-0d3d9c31a222,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_COL.180829,Copy of EDW_VODACOM.Global.pmt_meth_type.pmt_meth_type_nm,19.6.13.16,SNP_MODEL.SNP_SUBMODEL.SNP_TABLE.SNP_COL,0a9ebcc7-caf6-4aed-b78f-211c2b6903fe,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_TABLE.9418,Copy of EDW_VODACOM.Global.pmt_meth_type,19.6.13,SNP_MODEL.SNP_SUBMODEL.SNP_TABLE,8387f7b7-54ac-4c99-9a71-b53ace96e599,,,,,,,,,,,,,,,,,,,,,
SnpFKXRef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNP_MAPCP.404955,CW_PRJ_EDW_PILOT.Test.Test_3.pmt_meth_type.OUTPUT1,16.4.6.13.7,SNP_PROJECT.SNP_FOLDER.SNP_MAPPING.SNP_MAPCOMP.SNP_MAPCP,da192690-bfc0-4931-ada0-344b7e2b083e,,,,,,,,,,,,,,,,,,,,,
